Code;Libellé;Libellé court;Format;Taux plafonné;Taux déplafonné;Taux AT;Date d'effet;Date de fin;Spécificité
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2023-01-01;;
'411';S CIVIQUE VOLONTARIAT AT/MP MAYOTTE;VOLONTARIAT AT MAY;D;0.0;;2.24;2023-01-01;;
'446';RR PRERETRAITE N-RESIDENT REG.SPEC;RR PRERET.N-RES RS;E;;4.15;;2019-01-01;;
'605';ESEF - RG CAS GENERAL;ESEF- RG CAS GENERAL;D;15.45;13.17;1.04;2024-01-01;;
'715';ASSISTANTS EDUCATION AVEC AT AL;ASSIST EDUCATION AT;D;15.45;22.27;1.02;2024-01-01;;
'842';COMPTE GLOBAL CAIS.CONGES PAYES BT;CONGES PAYES;D;15.45;20.97;0.55;2024-01-01;;
'843';COLLAB.OCCAS.SERV.PUBLIC FPH EST AL;COSP FPH EST;D;15.45;20.97;1.33;2024-01-01;;
'854';FONCTIONNAIRES NON TITUL FP SAUF AF;NON TIT EN FP;D;15.45;15.72;2.24;2024-01-01;;
'855';COLLAB.OCCAS.SERV.PUBLIC FPT EST AL;COSP FPH EST;D;15.45;20.97;1.36;2024-01-01;;
'864';CNRACT CESS. PROGRES. ACTIV.AVEC AT;CESS.ACTIVITE;A;;17.2;0.0;2012-01-01;2014-01-01;
'864';CNRACT CESS. PROGRES. ACTIV.AVEC AT;CESS.ACTIVITE;A;0.1;21.65;0.0;1997-01-10;1998-01-01;
'864';CNRACT CESS. PROGRES. ACTIV.AVEC AT;CESS.ACTIVITE;A;0.1;21.65;0.0;1940-01-01;1997-01-10;
'866';CNRACT CESS. PROGRES. ACTIV.SANS AT;CESS.ACTIVITE;E;0.1;17.2;;2007-01-01;2012-01-01;
'866';CNRACT CESS. PROGRES. ACTIV.SANS AT;CESS.ACTIVITE;E;0.1;17.2;;2004-01-10;2007-01-01;
'872';EDF GDF AGENTS DETACHES MUTUELLE;EDF MUTUE;D;;8.85;0.17;2023-01-01;;
'880';CNRACT AVEC AT;CNRACT + AT;A;;15.43;0.0;2018-01-01;;
'880';CNRACT AVEC AT;CNRACT + AT;A;;17.05;0.0;2014-01-01;2018-01-01;
'880';CNRACT AVEC AT;CNRACT + AT;A;0.1;16.9;0.0;1998-01-01;2004-01-07;
'880';CNRACT AVEC AT;CNRACT + AT;A;0.1;21.65;0.0;1997-01-10;1998-01-01;
'882';CNRACT SANS AT;CNRACL;E;0.1;17.2;;2004-01-10;2007-01-01;
'882';CNRACT SANS AT;CNRACL;E;0.1;21.65;;1940-01-01;1997-01-10;
'884';CNRACT SAUF AF SANS AT;CNRACT;E;;11.8;;2012-01-01;2018-01-01;
'892';FONCT.SUR BUDGETS ANNEXES SANS AT;BUDG.ANNEXES;E;;15.43;;2018-01-01;;
'893';FONCT REMUNERE BUDG ANNEXE SANS AT AL;BUDG.ANNEXES;E;0.1;18.05;;1940-01-01;1997-01-10;
'894';FONCT.SUR BUDGETS ANNEXES AVEC AT;BUDG.ANNEXES;E;0.1;16.25;;1940-01-01;1997-01-10;
'898';COLLAB.OCCAS.SERVICE PUBLIC FPT;COSP FPT;D;15.45;20.97;1.81;2024-01-01;;
'006';ARBITRES ET JUGES SPORTIFS;ARBITRES;D;15.45;13.05;1.32;2023-01-01;;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.55;12.65;;2019-01-01;;
'106';RG AVEC DISPENSE PO SANS AT;DISP PO;E;8.3;19.8;;1940-01-01;1993-01-07;
'109';C.C.I.DE PARIS;C.C.I. DE PARIS;A;15.45;15.75;0.0;2019-01-01;;
'110';PLAN EMPLOI JEUNES;EMP JEUNES;A;15.45;13.05;0.0;2019-01-01;;
'112';RG AVEC DISPENSE PO VIEILLESSE;RG DISPENSE PO VIEIL;A;8.55;12.65;0.0;2019-01-01;;
'127';COTISATIONS NOTARIAT VIEILLESSE RG;NOTARIAT VIEILL RG;A;15.45;13.05;0.0;2023-01-09;;
'133';CONCIERGES EMPL.D'IMM.AU PAIR AL;AU PAIR;D;8.55;12.65;1.92;2023-01-01;;
'134';CENTRES DE VACANCES LEGERS;COL VAC;D;14.85;25.4;2.3;1940-01-01;1997-01-10;
'138';CENTRE VACANCES LEGER DISP.PO VIEIL.;COL. VAC.;D;8.3;25.3;2.3;1940-01-01;1997-01-10;
'140';CENTRES DE VACANCES DEVELOPPES;COL VAC;D;14.85;25.4;2.3;1940-01-01;1997-01-10;
'142';CENTRES VACANCES DEVEL.DISPENSE PO;DISP PO;D;8.3;19.8;2.2;1940-01-01;1996-01-01;
'143';CENTRES VACANCES DEVEL.DISP.PO AL;DISP PO;A;8.55;12.65;0.0;2019-01-01;;
'150';STAGIAIRES FORMATION PROFESSIONNELLE;STAGIAIRE FORM. PROF;D;15.45;20.85;2.24;2021-01-01;;
'160';RG SAUF MALADIE DONT ANCIENS MINEURS;ANCMINEUR;A;15.45;6.55;0.0;2018-01-01;;
'164';COTISATIONS NOTARIAT;COTIS. NOTARIAT;A;;40.48;0.0;2023-01-01;;
'170';REGIME GENERAL RISQUE VIEILLESSE;VIEILLESSE SEULE;E;15.9;0.1;;1940-01-01;1991-01-02;
'188';RG SAUF AF DONT ETS PUBLICS;SAUF AF;A;15.45;9.6;0.0;2019-01-01;;
'190';RG SAUF AF SANS AT DONT ETABL PUBLIC;SAUF AFAT;E;14.85;20.0;;1940-01-01;1997-01-10;
'202';RG AVEC DISPENSE PO VIEIL.SANS AF;DISP PO V;A;8.55;9.2;0.0;2019-01-01;;
'204';RG SAUF AF DISPENSE PO VIEIL.SANS AT;DISP PO VIEIL;E;8.55;9.2;;2019-01-01;;
'244';CREATEUR ENTREPRISE COTISANT VIEIL.;CRE ENTRE;E;15.45;2.3;;2017-01-01;;
'244';CREATEUR ENTREPRISE COTISANT VIEIL.;CRE ENTRE;E;15.8;0.1;;1940-01-01;1991-01-02;
'288';VIEILLESSE TEMPS PARTIEL;TPS PARTI;E;15.45;2.3;;2017-01-01;;
'300';VRP MULTICARTES;VRP MULTICARTES;D;13.11;20.0;1.7;1940-01-01;1997-01-10;
'301';CREANCE CCVRP AL;CREANCE CCVRP;D;13.11;21.8;1.7;1940-01-01;1997-01-10;
'302';EXO AIDE A DOMICILE/ACCUEIL FAMILIAL;ASSOC DOMI EXO;A;12.39;19.46;0.0;1940-01-01;1997-01-10;
'312';ARTISTES CAS GENERAL ABATTEMENT 30%;ARTISTES 30%;A;10.82;9.23;0.0;2019-01-01;;
'314';ARTISTES AVEC DISPENSE PO ABATT 30%;ART. PP;B;5.81;13.86;1.4;1940-01-01;1997-01-01;
'315';ARTISTES AVEC DISPENSE PO ABATT 30% AL;ARTISTES PAIR;B;5.81;13.86;0.77;1940-01-01;1996-01-01;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;A;5.99;8.95;0.0;2019-01-01;;
'318';ARTISTES FONCTIONNAIRES ABATT 30%;ART.FONC.;B;5.81;17.71;1.33;1940-01-01;1997-01-10;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.82;9.6;0.0;2019-01-01;;
'338';PROF MEDIC ABATT 30% PLF SAUF AF;MEDECINS;A;10.4;20.0;0.0;1940-01-01;1997-01-10;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;2023-01-01;;
'348';VENTE A DOMICILE PAR DEMARCHAGE;VENTE DOM;E;;100.0;;1989-01-01;1997-01-10;
'360';INSERTION ACCUEIL EN STRUCT. AGREEE;INSERTION;E;10.75;15.5;;1940-01-01;1997-01-10;
'366';ASSOC INTERMEDIAIRE (ACT<OU=750H);ASS INTER;D;6.55;5.6;3.7;1940-01-01;1997-01-10;
'383';APPRENTIS NOTARIAT INF SEUIL AL MO  AL;APP NOT INF SEUI AM;E;;100.0;;2023-01-01;;
'401';ACCRE EXONERATION DEGRESSIVE;ACCRE EXO DEGRESS.;F;100.0;;;2018-01-01;;
'404';CONTRAT CAPE AVEC REMUNERATION;CAPE REMUNERE;A;15.45;20.85;0.0;2018-01-01;;
'410';CONTRAT ACCOMP CAS PART MAYOTTE;ACCOMP C.PART MAY;E;;100.0;;2023-01-01;;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE;ACCOMP EMPLOI MAY;A;5.21;4.16;0.0;2023-01-01;;
'433';ACCRE REGULARISATION MAYOTTE;ACCRE REGUL MAY;E;100.0;;;2023-01-01;;
'466';EXONERATION PRESSE MAGAZINE;EXO PRESSE MAGAZINE;D;6.9;0.7;1.9;2019-01-01;;
'467';EXONERATION PRESSE MAGAZINE AL;EXO PRESSE MAGAZINE;D;6.9;2.0;1.9;2022-01-04;;
'471';REV REMPLACEMENT CHOMAGE MAYOTTE;REV REMP CHOM MAY;E;;3.41;;2023-01-01;;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.7;0.0;2023-01-01;;
'585';S.CIVIQUE ENGAGEMENT AV AF MAL;S.CIVIQUE ENG VIEL;E;15.45;20.55;;2018-01-01;;
'605';ESEF - RG CAS GENERAL;ESEF- RG CAS GENERAL;D;15.45;13.05;1.04;2023-01-01;;
'619';MAYOTTE CONTRIB REV REMPLACEMENT;MAYOTTE REV REM;E;;3.41;;2023-01-01;;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;47.94;;2023-01-01;;
'661';FONCT DETACHE SAUF AF MAYOTTE;FONCT DETACHE MAY;E;;7.86;;2023-01-01;;
'813';COLLAB.OCCAS.SERVICE PUBLIC FPH;COSP FPH;D;15.45;20.85;1.36;2023-01-01;;
'843';COLLAB.OCCAS.SERV.PUBLIC FPH EST AL;COSP FPH EST;D;15.45;20.85;1.33;2023-01-01;;
'852';FONCTIONNAIRES NON TITUL FP AVEC AF;NON TIT EN FP;D;14.85;25.4;5.4;1940-01-01;1997-01-10;
'854';FONCTIONNAIRES NON TITUL FP SAUF AF;NON TIT EN FP;D;15.45;15.6;2.24;2021-01-01;;
'854';FONCTIONNAIRES NON TITUL FP SAUF AF;NON TIT EN FP;D;14.85;20.0;5.4;1940-01-01;1997-01-10;
'886';ELUS LOCAUX INDEMNITE INF 50% PASS;ELUS LOC. <50% PASS;E;14.75;16.3;;1940-01-01;1997-01-10;
'898';COLLAB.OCCAS.SERVICE PUBLIC FPT;COSP FPT;D;15.45;20.85;1.81;2023-01-01;;
'581';CPRPSNCF APPRENTI SUP 79 PREV;CPR APP SUP 79 PREV;E;;9.6;;2019-01-01;;
'582';CPRPSNCF APPRENTI SUP 79 RET;CPR APP SUP 79 RET;E;;37.67;;2020-01-01;2021-01-01;
'582';CPRPSNCF APPRENTI SUP 79 RET;CPR APP SUP 79 RET;E;;37.89;;2019-01-01;2020-01-01;
'622';CPRPSNCF NON CADRES SUPERIEURS;CPRSNCF PREV NON CS;E;;5.35;;2018-01-10;2019-01-01;
'623';CPRPSNCF CADRES SUPERIEURS;CPRSNCF PREV CS;E;;9.75;;2019-01-01;;
'624';CPRPSNCF NON CADRE SUP NON RESIDENT;CPR PREV NI CS NI R;E;;15.4;;2018-01-01;2018-01-03;
'625';CPRPSNCF CADRES SUP NON RESIDENTS;CPR PREV CS NON RES;E;;13.7;;2018-01-03;2018-01-10;
'625';CPRPSNCF CADRES SUP NON RESIDENTS;CPR PREV CS NON RES;E;;14.5;;2008-01-10;2018-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;47.67;;2023-01-01;2024-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;46.51;;2018-01-01;2019-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;43.89;;2017-01-01;2017-01-05;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;47.67;;2023-01-01;2024-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;46.51;;2018-01-01;2019-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;43.29;;2015-01-01;2016-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;42.57;;2014-01-10;2015-01-01;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;47.94;;2024-01-01;;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;47.67;;2021-01-01;2022-01-01;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;46.95;;2019-01-01;2020-01-01;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;43.74;;2016-01-01;2017-01-01;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;43.29;;2015-01-01;2016-01-01;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;42.57;;2014-01-10;2015-01-01;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;47.0;;2020-01-01;2021-01-01;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;43.74;;2016-01-01;2017-01-01;
'634';CPRPSNCF PREVOYANCE AGENTS RETRAITES;CPR PREV RETRAITES;E;;0.7;;2014-01-01;;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;47.0;;2020-01-01;2021-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;46.95;;2019-01-01;2020-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;42.52;;2014-01-01;2015-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;41.69;;2013-01-01;2014-01-01;
'643';CPRPSNCF RETRAITE CADRES SUP;CPRSNCF RETRAITE CS;E;;46.51;;2018-01-01;2019-01-01;
'643';CPRPSNCF RETRAITE CADRES SUP;CPRSNCF RETRAITE CS;E;;41.69;;2013-01-01;2014-01-01;
'643';CPRPSNCF RETRAITE CADRES SUP;CPRSNCF RETRAITE CS;E;;41.57;;2011-01-01;2012-01-01;
'643';CPRPSNCF RETRAITE CADRES SUP;CPRSNCF RETRAITE CS;E;;42.91;;2009-01-01;2010-01-01;
'665';REGUL REDUCTION CPRPSNCF;REG REDUC CPRPSNCF;E;100.0;;;2020-01-01;;
'838';RR INVALIDITE TI TAUX MEDIAN;RR INVA TI TX MED;E;;7.1;;2021-01-01;2023-12-31;
'333';EXO CONTRATS AIDES POLE EMPLOI;EXO POLE EMPLOI;E;6.9;1.4;;2016-01-01;2017-01-01;
'333';EXO CONTRATS AIDES POLE EMPLOI;EXO POLE EMPLOI;E;6.85;1.35;;2015-01-01;2016-01-01;
'333';EXO CONTRATS AIDES POLE EMPLOI;EXO POLE EMPLOI;E;6.65;1.15;;2012-01-01;2013-01-01;
'407';CONGE INDIVIDUEL DE FORMATION AL;CIF;D;15.25;22.6;2.2;2014-01-01;2014-12-31;
'407';CONGE INDIVIDUEL DE FORMATION AL;CIF;D;15.05;22.65;4.1;2007-01-07;2008-01-01;
'407';CONGE INDIVIDUEL DE FORMATION AL;CIF;D;15.05;22.75;4.1;2007-01-01;2007-01-07;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;11.96;21.05;0.0;2012-01-01;2013-01-01;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;12.04;21.35;0.0;2006-01-01;2007-01-01;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;11.88;20.95;0.0;2003-01-01;2004-01-07;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;11.88;26.9;0.0;1993-01-04;1994-01-01;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;11.88;26.9;0.0;1993-01-01;1993-01-04;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;11.88;25.9;0.0;1991-01-02;1991-01-07;
'629';JOURNALISTES ABATT 20% AT/AV/AF/VT AL;JOURNALISTES;K;16.32;22.9;0.0;1989-01-01;1989-01-09;
'633';CPRPF TEMPS PARTIEL NON CADRES SUP;CPR TPS PART NON CS;E;;47.94;;2024-01-01;;
'642';CPRPF RETRAITE NON CADRES SUP;CPRPF RETR NON CS;E;;47.94;;2024-01-01;;
'643';CPRPF RETRAITE CADRES SUP;CPRPF RETRAITE CS;E;;47.94;;2024-01-01;;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;13.17;2.12;2024-01-01;;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;13.05;2.21;2020-01-01;2021-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;13.05;2.22;2019-01-01;2020-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;19.05;2.22;2018-01-01;2018-01-07;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;19.69;2.32;2017-01-01;2018-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;19.54;2.38;2016-01-01;2017-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.35;19.4;2.44;2015-01-01;2016-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.25;21.1;2.2;2014-01-01;2015-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;14.85;20.95;3.7;2005-01-01;2006-01-01;
'735';JEI EXONERATION TAUX PLEIN AL;JEI EXO TAUX PLEIN;E;6.65;2.85;;2004-01-10;2006-01-01;
'735';JEI EXONERATION TAUX PLEIN AL;JEI EXO TAUX PLEIN;E;6.65;2.85;;2004-01-07;2004-01-10;
'735';JEI EXONERATION TAUX PLEIN AL;JEI EXO TAUX PLEIN;E;6.65;2.55;;2004-01-01;2004-01-07;
'937';COTISATIONS AGS CAS GENERAL U2;COTIS.AGS CAS GENER.;E;;0.2;;2024-01-01;;
'265';SERVICE CIVIQUE VOLONTARIAT AT/MP OM;S.CIVIQUE VOL AT;D;;;2.24;2023-01-01;2024-01-01;
'265';SERVICE CIVIQUE VOLONTARIAT AT/MP OM;S.CIVIQUE VOL AT;D;;;2.23;2022-01-01;2023-01-01;
'285';S.CIVIQUE VOLONTARIAT AV AF MAL OM;S.CIVIQUE VOL.VIEL;E;15.45;20.55;;2018-01-01;2024-01-01;
'385';SERVICE CIVIQUE VOLONTARIAT CSG-CRDS OM;S.CIVIQUE VOL.CSG;E;;9.7;;2024-01-01;;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;3.0;0.0;2022-01-01;2023-01-01;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;E;0.0;0.0;;2018-01-01;2019-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.7;0.0;2023-01-01;2024-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.0;0.0;2019-01-01;2020-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;E;0.0;0.0;;2018-01-01;2019-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2024-01-01;;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2022-01-01;2023-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2021-01-01;2022-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2019-01-01;2020-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;E;0.0;0.0;;2018-01-01;2019-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2024-01-01;;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2023-01-01;2024-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2020-01-01;2021-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2019-01-01;2020-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;E;0.0;0.0;;2018-01-01;2019-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.45;13.05;2.24;2021-01-01;2024-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;14.95;20.95;2.4;2012-01-01;2013-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.05;20.95;3.7;2009-01-01;2012-01-01;
'406';CONGE INDIVIDUEL DE FORMATION;CIF;D;15.05;20.95;3.9;2008-01-01;2009-01-01;
'265';SERVICE CIVIQUE VOLONTARIAT AT/MP OM;S.CIVIQUE VOL AT;D;;;2.12;2024-01-01;;
'265';SERVICE CIVIQUE VOLONTARIAT AT/MP OM;S.CIVIQUE VOL AT;D;;;2.24;2021-01-01;2022-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;4.4;0.0;2024-01-01;;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.0;0.0;2021-01-01;2022-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.0;0.0;2020-01-01;2021-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;E;0.0;0.0;;2018-01-01;2019-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;3.5;0.0;2022-01-01;2023-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;3.5;0.0;2020-01-01;2021-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;3.5;0.0;2019-01-01;2020-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2023-01-01;2024-01-01;
'489';Apprentis loi 1992  AT - 20 Mayotte;App 92 AT - 20 May;A;0.0;;0.0;2020-01-01;2021-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2022-01-01;2023-01-01;
'490';Apprentis loi 1992  AT + 50 Mayotte;App 92 AT + 50 May;A;0.0;;0.0;2021-01-01;2022-01-01;
'616';RR CHOMAGE ECRETEMENT;RR CHOM.ECRETE;F;100.0;;;2010-01-01;2021-01-01;
'081';RR IJSS COMPLEMENTAIRE TX PLEIN;RR IJSS C TX PN;E;;8.8;;2021-01-01;;
'262';CSG CRDS FONCTIONNAIRES TITULAIRES;CSG FONCT;E;;9.7;;2021-01-01;;
'262';CSG CRDS FONCTIONNAIRES TITULAIRES;CSG FONCT;E;;3.9;;1940-01-01;1997-01-10;
'264';CSG CRDS TITULAIRES COLLECT.TERRIT;CSG COL T;E;;9.7;;2021-01-01;;
'264';CSG CRDS TITULAIRES COLLECT.TERRIT;CSG COL T;E;;3.9;;1940-01-01;1997-01-10;
'269';CSG DES MILITAIRES;CSG MILITAIRES;E;;9.2;;2021-01-01;;
'395';RR INVALIDITE DE BASE TAUX REDUIT;RR INV.B TX RT;E;;4.3;;2021-01-01;;
'550';CAISSES CP AUTRES SECTEURS;CCP AUTRES SECTEURS;E;1.48;2.18;;2021-01-01;;
'586';SERVICE CIVIQUE ENGAGEMENT CSG-CRDS;S.CIVIQUE ENG.CSG;E;;9.7;;2021-01-01;;
'652';RR INVALIDITE DE BASE TAUX MEDIAN;RR INV.B TX MD;E;;7.1;;2021-01-01;;
'653';RR INVALIDITE COMPLEMENTAIRE TX MED;RR INV.C TX MD;E;;7.1;;2021-01-01;;
'695';CSG/CRDS CHEQUE VACANCES;CSG CRDS CH VAC;E;;9.7;;2021-01-01;;
'582';CPRPSNCF APPRENTI SUP 79 RET;CPR APP SUP 79 RET;E;;37.53;;2024-01-01;;
'582';CPRPSNCF APPRENTI SUP 79 RET;CPR APP SUP 79 RET;E;;38.07;;2021-01-01;2022-01-01;
'622';CPRPSNCF NON CADRES SUPERIEURS;CPRSNCF PREV NON CS;E;;9.75;;2019-01-01;;
'622';CPRPSNCF NON CADRES SUPERIEURS;CPRSNCF PREV NON CS;E;;8.95;;2018-01-01;2018-01-10;
'622';CPRPSNCF NON CADRES SUPERIEURS;CPRSNCF PREV NON CS;E;;9.75;;2008-01-10;2018-01-01;
'623';CPRPSNCF CADRES SUPERIEURS;CPRSNCF PREV CS;E;;9.75;;2008-01-10;2018-01-01;
'624';CPRPSNCF NON CADRE SUP NON RESIDENT;CPR PREV NI CS NI R;E;;14.5;;2019-01-01;;
'625';CPRPSNCF CADRES SUP NON RESIDENTS;CPR PREV CS NON RES;E;;14.5;;2019-01-01;;
'625';CPRPSNCF CADRES SUP NON RESIDENTS;CPR PREV CS NON RES;E;;15.4;;2018-01-01;2018-01-03;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;47.67;;2022-01-01;2023-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;47.67;;2021-01-01;2022-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;47.0;;2020-01-01;2021-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;46.95;;2019-01-01;2020-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;43.74;;2016-01-01;2017-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;43.29;;2015-01-01;2016-01-01;
'630';CPRPSNCF CPA CADRES SUP;CPRPSNCF CPA CS;E;;42.57;;2014-01-10;2015-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;47.67;;2022-01-01;2023-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;47.67;;2021-01-01;2022-01-01;
'631';CPRPSNCF CPA NON CADRES SUP;CPRPSNCF CPA NON CS;E;;43.89;;2017-01-01;2017-01-05;
'632';CPRPSNCF TEMPS PARTIEL CADRES SUP;CPRPSNCF TPS PART CS;E;;47.0;;2020-01-01;2021-01-01;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;47.67;;2023-01-01;2024-01-01;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;46.51;;2018-01-01;2019-01-01;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;43.89;;2017-01-01;2017-01-05;
'633';CPRPSNCF TEMPS PARTIEL NON CADRES SU;CPR TPS PART NON CS;E;;42.57;;2014-01-10;2015-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;47.94;;2024-01-01;;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;47.67;;2022-01-01;2023-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;46.51;;2018-01-01;2019-01-01;
'642';CPRPSNCF RETRAITE NON CADRES SUP;CPRSNCF RETR NON CS;E;;43.89;;2017-01-01;2017-01-05;
