Bloc,Rubrique,Nom du champ,Type,Longueur,Obligatoire,Nomenclature,Description,Commentaire
S21.G00.16 - Changements destinataire Adhésion Prévoyance,S21.G00.16.002,Ancien Code organisme de Prévoyance,ExternalReferential,5-9,Oui,,"Code de l'institution de prévoyance (sur 5 caractères sous la forme Pnnnn), de la mutuelle (sur 9 caractères numériques), de la société d'assurances (sur 6 caractères sous la forme Axxxxx) ou de l'organisme complémentaire non fédéré par un membre du GIP-MDS (CTIP, FFA, FNMF) (sur 9 caractères alphanumériques dont un au moins est une lettre) concerné par le contrat référencé.",ChangementsDestinataireAdhesionPrevoyance.Organisme
S21.G00.16 - Changements destinataire Adhésion Prévoyance,S21.G00.16.003,Ancien Code délégataire de gestion,ExternalReferential,6-6,Conditionnel,,Ancien Organisme tiers à qui l'organisme de Prévoyance a délégué tout ou partie de la gestion du contrat référencé en S21.G00.15.001.,ChangementsDestinataireAdhesionPrevoyance.Delegataire
S21.G00.82 - Cotisation établissement,S21.G00.82.001,Valeur,Numeric,4-18,Oui,,"Montant de cotisation ou valeur, dont la nature est renseignée dans la rubrique Code de cotisation S21.G00.82.002, due au titre de l'établissement déclaré en S21.G00.11.
Avec décimale, signé, valeur zéro autorisée, zéros non significatifs tolérés.
Modalité de valorisation : 
- Caisse CIBTP : valeur. Dans le cas de la cotisation assise sur le nombre d'heures d'intérim, il s'agit du nombre d'heures d'intérim facturées dans le mois par l'établissement. Dans le cas de la cotisation assise sur le chiffre d'affaires, il s'agit de la valeur de la base de cotisation de niveau établissement.
- Organisme complémentaire : montant  de cotisation dont la nature est renseignée dans la rubrique Code de cotisation S21.G00.82.002, due au titre de l'établissement déclaré en S21.G00.11.
- MSA : montant
- Urssaf : montant",CotisationEtablissement.Valeur
S21.G00.82 - Cotisation établissement,S21.G00.82.002,Code de cotisation,Enumeration,3-3,Oui,DSN_Code_Cotisation,"Nature des cotisations ou valeur directement attachées et imputables à l'établissement déclaré en S21.G00.11.
Modalité de valorisation :
- Caisse CIBTP : ""024"", ""054""
- Organisme complémentaire : ""001"", ""002"", ""003"", ""004"", ""005"", ""006"", ""007"", ""009"", ""010"", ""011"", ""012"", ""017"", ""018"", ""019"", ""020"", ""036"", ""037"", ""038"", ""039"", ""040"", ""046"", ""090""
- MSA : ""021"", ""022"", ""023"", ""025"", ""026"", ""027"", ""028"", ""029"", ""030"", ""031"", ""032"", ""033"", ""034"", ""035"", ""041"", ""042"", ""043"", ""044"", ""045"", ""047"", ""048"", ""049"", ""050"", ""060"", ""061"", ""062"", ""063"", ""064"", ""065"", ""066"", ""067"", ""068"", ""069"", ""071"", ""072"", ""073"", ""074"", ""075"", ""076"", ""077"", ""078"", ""079"", ""080"", ""091""
- Urssaf : ""060"", ""061"", ""062"", ""063"", ""064"", ""065"", ""066"", ""067"", ""068"", ""069"", ""071"", ""072"", ""073"", ""074"", ""075"", ""076"", ""077"", ""078"", ""079"", ""080"", ""091""",CotisationEtablissement.CodeCotisation
S21.G00.82 - Cotisation établissement,S21.G00.82.003,Date de début de période de rattachement,Date,8-8,Oui,,"Date de début de période de rattachement de la cotisation établissement.
Modalité de valorisation :
- Caisse CIBTP : date
- Organisme complémentaire : date
- MSA : date
- Urssaf : date",CotisationEtablissement.RattachementDateDebutPeriode
S21.G00.82 - Cotisation établissement,S21.G00.82.004,Date de fin de période de rattachement,Date,8-8,Oui,,"Date de fin de période de rattachement de la cotisation établissement.

Modalité de valorisation :

- Caisse CIBTP : date
- Organisme complémentaire : date
- MSA : date
- Urssaf : date
",CotisationEtablissement.RattachementDateFinPeriode
S21.G00.82 - Cotisation établissement,S21.G00.82.005,Référence réglementaire ou contractuelle,Alphanumeric,1-20,Oui,,"Référence réglementaire ou contractuelle de la cotisation établissement, exploitée par certains organismes.

Modalité de valorisation :

- Caisse CIBTP : indiquer l'un des codes caisses CIBTP sur deux caractères présents dans la liste des
valeurs autorisées disponibles sur le site http://www.net-entreprises.fr (table RRC - Identifiant Organisme de Protection Sociale - Référence réglementaire ou contractuelle).
- Organisme complémentaire : à renseigner par l'identifiant technique de l'adhésion Prévoyance
(S21.G00.15.005) à laquelle se rattache le montant de la cotisation ou de la déduction de cotisation.
- MSA : code caisse MSA (Table RRC - Identifiant Organisme de Protection Sociale - Référence réglementaire ou contractuelle)
- Urssaf : SIRET de l'Urssaf (Table RRC - Identifiant Organisme de Protection Sociale - Référence réglementaire ou contractuelle)",CotisationEtablissement.ReferenceReglementaireContractuelle
S21.G00.82 - Cotisation établissement,S21.G00.82.006,Identifiant du CRM à l'origine de la régularisation,Alphanumeric,1-18,Conditionnel,,Il s'agit de l'identifiant du CRM (compte rendu métier) transmis par l'organisme demandeur de la régularisation ou de la correction.,CotisationEtablissement.IdentifiantCRMRegul
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.001,Identifiant Organisme de Protection Sociale,ExternalReferential,2-14,Oui,,"Code identifiant de l'organisme de protection sociale destinataire du versement de cotisations sociales émis par l'établissement payeur.

Modalité de valorisation : 

- AGIRC-ARRCO : SIRET du GPS auquel est rattachée l'Institution de retraite concernée
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné 
- CAMIEG : SIRET de la CAMIEG (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG : SIRET de la CNIEG (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : SIRET de la Caisse CS
- CRPCEN : SIRET de la CRPCEN (pour corriger des périodes antérieures à 2023)
- CRPNPAC : SIRET de la CRPNPAC
- Organisme complémentaire : code de l’institution de prévoyance, de la mutuelle, de la société d’assurance ou de l'organisme complémentaire non fédéré par un membre du GIP-MDS (CTIP, FFA, FNMF) pour le compte de laquelle s’effectue le versement (Tables PREV - Code institution de prévoyance, MUT - Code mutuelle, ASSU - Code société d’assurance, OCI - Code organisme OC isolé, proposées sur le site http://www.netentreprises.fr)
- DGFiP : DGFIP
- IRCANTEC : SIRET de l'Ircantec
- MSA : code caisse MSA
- Pôle emploi : SIRET de Pôle emploi
- Urssaf : SIRET de l'Urssaf (Table proposée sur le site http://www.net-entreprises.fr)
- CNRACL : non concerné
- RAFP : non concerné
- FSPOEIE : non concerné
- RAEP : non concerné
- SRE : non concerné
- CNBF : SIRET de la CNBF",VersementOPS.IdentifiantOPS
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.002,Entité d'affectation des opérations,Alphanumeric,2-14,Conditionnel,,"Identifiant de l'établissement, de la population de salariés ou de tout axe de regroupement pour lequel est réalisé le paiement de cotisations sociales ou de prélèvement à la source.

Modalité de valorisation : 

- AGIRC-ARRCO : SIRET
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné 
- CAMIEG : groupe de cotisations (CAMIEG_COT_SOL, CAMIEG_COT_CPL) (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG : groupe de cotisations (CNIEG_COT_RS, CNIEG_COT_POOL, CNIEG_COT_RDC) (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : SIRET attribué pour les films par l'INSEE
- CRPCEN : numéro d'étude CRPCEN (6 chiffres) (pour corriger des périodes antérieures à 2023)
- CRPNPAC : non concerné
- Organisme complémentaire : Référence permettant d'identifier certains périmètres de paiement particuliers. A renseigner sur demande explicite de l'organisme de Prévoyance, qui fournira la valeur à utiliser
- DGFiP : « DGFIP_PAS » ou « DGFIP_SATD »
- IRCANTEC : non concerné
- MSA : non concerné
- Pôle emploi : concernant les employeurs d’expatriés, d'ouvriers et techniciens de l'édition d'enregistrement sonore, de la production cinématographique et audiovisuelle, de la diffusion et d’artistes du spectacle, il s'agit d'un identifiant attribué par le centre de recouvrement Spectacle (CS suivi de 8 caractères numériques) et Expatriés (EX suivi de 8 caractères numériques) de Pôle Emploi
- Urssaf : PSEUDO-SIRET (dans le cas d'une population de salariés) ou SIRET du compte employeur pour le versement en lieu unique
- CNRACL : non concerné
- RAFP : non concerné
- FSPOEIE : non concerné
- RAEP : non concerné
- SRE : non concerné
- CNBF : non concerné",VersementOPS.EntiteAffectation
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.003,BIC,Alphanumeric,8-11,Conditionnel,,Il s'agit des coordonnées bancaires au format BIC du compte sur lequel doit être prélevé le montant de l'ordre de règlement. Cette rubrique s'appuie sur la norme ISO 9362.,VersementOPS.BIC
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.004,IBAN,Alphanumeric,15-34,Conditionnel,,Il s'agit des coordonnées bancaires au format IBAN du compte sur lequel doit être prélevé le montant de l'ordre de règlement. Cette rubrique s'appuie sur la norme ISO 13616:2007.,VersementOPS.IBAN
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.005,Montant du versement,Numeric,4-18,Oui,,"Montant du versement correspondant au montant des cotisations réglées.
Avec décimale, non signé, valeur zéro autorisée, zéros non significatifs tolérés.

Modalité de valorisation : 

- AGIRC-ARRCO : montant
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné 
- CAMIEG : montant (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG : montant (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : montant
- CRPCEN : montant (pour corriger des périodes antérieures à 2023)
- CRPNPAC : montant
- Organisme complémentaire : montant du versement correspondant au montant des cotisations réglées, qu’il s’agisse de cotisations nominatives ou établissement, d’un paiement total ou partiel, incluant ou non d’éventuelles régularisations. Ce montant peut intégrer tant les cotisations de l'établissement d'affectation que celles d'un ou plusieurs autres établissements, pour tout ou partie de leurs contrats.
Ce montant doit correspondre au total des montants déclarés dans les blocs ""Composant de versement"" attachés au présent bloc sauf si cette somme fait ressortir un montant négatif. Auquel cas un montant nul doit être renseigné.
- DGFiP : montant, arrondi à l'entier le plus proche (les deux décimales étant valorisées à zéro). Cette rubrique doit être valorisée à « 0.00 » si délégation de paiement à un autre SIRET payeur (mode de paiement 06). Pour une déclaration de type « annule et remplace » sans paiement de Prélèvement à la source et déposée en substitution d'une déclaration pourvue d'un bloc Versement (S21.G00.20) pour le Prélèvement à la source, il est obligatoire de déclarer un bloc de Versement avec la rubrique « Montant du versement - S21.G00.20.005 » renseignée à zéro.
- IRCANTEC : montant arrondi à l’euro le plus proche selon la règle suivante : jusqu’à 49 centimes, à l’euro inférieur et à partir de 50 centimes à l’euro supérieur. 
- MSA : montant
- Pôle emploi : montant
- Urssaf : montant, arrondi à l'entier le plus proche (les deux décimales étant valorisées à zéro)
- CNRACL : non concerné
- RAFP : non concerné
- FSPOEIE : non concerné
- RAEP : non concerné
- SRE : non concerné
- CNBF : montant",VersementOPS.Montant
S21.G00.20 - Versement organisme de protection sociale,S21.G00.20.006,Date de début de période de rattachement,Date,8-8,Oui,,"Début de la période au titre de laquelle ont été établies les cotisations dont l'établissement s'acquitte. Cette période peut être définie selon les règles applicables aux différents dispositifs de cotisation. Ce peut être par mois civil (par exemple, Sécurité sociale), par trimestre, par année (par exemple, contribution à un organisme professionnel), par période discrétionnaire, selon ce qui fait sens.

Modalité de valorisation : 

- AGIRC-ARRCO : date
- Caisses de congés payés (CIBTP, Transport et Manutention portuaire) : non concerné 
- CAMIEG : date (pour régularisation des périodes antérieures à 2020 pour le régime général et antérieures à 2021 pour le régime agricole)
- CCVRP : non concerné
- CNIEG : date (pour régularisation des périodes antérieures à 2022)
- Congés spectacles (AUDIENS) : date
- CRPCEN : date (pour corriger des périodes antérieures à 2023)
- CRPNPAC : date
- Organisme complémentaire : donnée non exploitée par les Organismes de Prévoyance, à renseigner au 01012000
- DGFiP : Cette date correspond au premier jour du mois principal déclaré.
- IRCANTEC : date
- MSA : date (période de rattachement, usuellement le mois associée à la DSN concernée par le versement)
- Pôle emploi : date
- Urssaf : date (période de rattachement, usuellement le mois associée à la DSN concernée par le versement)
- CNRACL : non concerné
- RAFP : non concerné
- FSPOEIE : non concerné
- SRE : non concerné
- CNBF : date",VersementOPS.RattachementDateDebut
