Nomenclature,Code,Libellé,Commentaire
Type_ancien_code_emplois_multiples_2,3,situation non connue,
NaturePoste,1,[FP] Temps complet,
NaturePoste,2,[FP] Temps non complet,
NaturePoste,3,Régime VSDL (Week-endiste),
DSN_Motifs_Recours,1,Remplacement d'un salarié,
DSN_Motifs_Recours,2,Accroissement temporaire de l'activité de l'entreprise,
DSN_Motifs_Recours,3,Emplois à caractère saisonnier,
DSN_Motifs_Recours,4,Contrat vendanges,
DSN_Motifs_Recours,5,Contrat d’usage,
DSN_Motifs_Recours,6,Contrat à durée déterminée à objet défini,
DSN_Motifs_Recours,7,"Remplacement d'un chef d'entreprise (« artisanale, industrielle ou commerciale, d'une personne exerçant une profession libérale, de son conjoint participant effectivement à l'activité de l'entreprise à titre professionnel et habituel ou d'un associé non salarié d'une société civile professionnelle, d'une société civile de moyens ou d'une société d'exercice libéral »)",
DSN_Motifs_Recours,8,"Remplacement du chef d'une exploitation agricole (« ou d'une entreprise mentionnée aux 1° à 4° de l'article L. 722-1 du code rural et de la pêche maritime, d'un aide familial, d'un associé d'exploitation, ou de leur conjoint mentionné à l'article L. 722-10 du même code dès lors qu'il participe effectivement à l'activité de l'exploitation agricole ou de l'entreprise »)",
DSN_Motifs_Recours,9,Recrutement de personnes sans emploi rencontrant des difficultés sociales et professionnelles particulières,
DSN_Motifs_Recours,10,Complément de formation professionnelle au salarié,
DSN_Motifs_Recours,11,"Formation professionnelle au salarié par la voie de l'apprentissage, en vue de l'obtention d'une qualification professionnelle sanctionnée par un diplôme ou un titre à finalité professionnelle enregistré au répertoire national des certifications professionnelles",
DSN_Motifs_Recours,12,Remplacement d’un salarié passé provisoirement à temps partiel,
DSN_Motifs_Recours,13,Attente de la suppression définitive du poste du salarié ayant quitté définitivement l’entreprise,
DSN_Motifs_Recours,14,Contrat de voyage,
DSN_Motifs_Recours,15,Recrutement d'un intérimaire en sa qualité de BOETH ,
CodeResultatRNIAM,0,le salarié est rattaché au RNIAM,
CodeResultatRNIAM,10,le salarié est connu au SNGI mais inconnu au RNIAM,
CodeResultatRNIAM,20,le salarié est inconnu au SNGI,
Sortie_DSN,1,Demande de sortie de la DSN,
DSN_SaisieAdmin_Etat_SATD,1,Fin ou sans droits,
DSN_SaisieAdmin_Etat_SATD,2,Positif sans règlement,
DSN_SaisieAdmin_Etat_SATD,3,Positif avec règlement partiel avec concurrence,
DSN_SaisieAdmin_Etat_SATD,4,Positif avec règlement partiel sans concurrence,
DSN_SaisieAdmin_Etat_SATD,5,Positif avec règlement total avec concurrence,
DSN_SaisieAdmin_Etat_SATD,6,Positif avec règlement total sans concurrence,
DSN_VersementIndividu_MDsnMRFCTU,1,Eléments de la DSN mensuelle portant les derniers éléments déclarés dans le FCTU,
DSN_VersementIndividu_MDsnMRFCTU,2,Eléments de la déclaration précédant la DSN mensuelle portant les derniers éléments déclarés dans le FCTU,
NewEnumeration299,1,Heure(s) complémentaire(s) ou supplémentaire(s) exonérée(s) fiscalement (y compris journées de RTT monétisées),
NewEnumeration299,3,Montant net social,
NewEnumeration299,4,Potentiel nouveau type d'élément de revenu calculé en net A,
NewEnumeration299,5,Potentiel nouveau type d'élément de revenu calculé en net B,
NewEnumeration299,6,Potentiel nouveau type d'élément de revenu calculé en net C,
NewEnumeration299,7,Potentiel nouveau type d'élément de revenu calculé en net D,
NewEnumeration299,8,Potentiel nouveau type d'élément de revenu calculé en net E,
DSN_Code_Civilite,1,Monsieur,
DSN_Code_Civilite,2,Madame,
DSN_Substitution_Nature,1,DSN de substitution suite à contrôle (comptable d’assiette),
DSN_Substitution_Nature,2,DSN de substitution suite à fiabilisation (CRM),
DSN_Substitution_Nature,3,DSN de substitution suite à redressement LCTI,
DSN_Refus_CDI,1,Proposition refusée,
